full_date,date,weekday,time,mood,activities,note
2018-10-04,October 4,Thursday,10:08 PM,okay,"work | friends | gaming",""
2018-10-04,October 4,Thursday,3:05 PM,content,"work",""
2018-10-04,October 4,Thursday,10:00 AM,content,"work | internet | reading",""
2018-10-03,October 3,Wednesday,10:58 PM,okay,"work | non-work work | relax | gaming",""
2018-10-03,October 3,Wednesday,12:12 PM,okay,"work | non-work work",""
2018-10-03,October 3,Wednesday,10:21 AM,bad,"work | Tania-time | internet",""
2018-10-02,October 2,Tuesday,11:25 PM,okay,"work | internet | side project",""
2018-10-02,October 2,Tuesday,8:15 PM,frustrated,"Tania-time | internet | reading | chores",""
2018-10-02,October 2,Tuesday,5:07 PM,okay,"work",""
2018-10-02,October 2,Tuesday,10:09 AM,content,"work",""
2018-10-01,October 1,Monday,8:00 PM,frustrated,"work | chores",""
2018-10-01,October 1,Monday,12:05 PM,tired,"non-work work | internet",""
2018-09-30,September 30,Sunday,12:06 PM,okay,"Tania-time | gaming | good meal | chores",""
2018-09-29,September 29,Saturday,10:39 PM,okay,"Tania-time | internet | gaming | PoGo",""
2018-09-29,September 29,Saturday,1:56 PM,content,"relax | gaming",""
2018-09-28,September 28,Friday,6:49 PM,content,"work | non-work work | friends",""
2018-09-28,September 28,Friday,1:30 PM,content,"work",""
2018-09-27,September 27,Thursday,11:55 PM,content,"gaming",""
2018-09-27,September 27,Thursday,8:00 PM,okay,"work | Tania-time | good meal | chores",""
2018-09-27,September 27,Thursday,12:15 PM,okay,"work",""
2018-09-26,September 26,Wednesday,11:01 PM,content,"Tania-time | gaming",""
2018-09-26,September 26,Wednesday,8:10 PM,okay,"relax | Tania-time | gaming | good meal",""
2018-09-26,September 26,Wednesday,5:21 PM,content,"work | non-work work | friends",""
2018-09-26,September 26,Wednesday,12:00 PM,content,"work | friends",""
2018-09-26,September 26,Wednesday,10:03 AM,content,"internet | gaming | good meal | chores",""
2018-09-25,September 25,Tuesday,8:00 PM,okay,"work | Tania-time | reading | chores",""
2018-09-25,September 25,Tuesday,6:07 PM,tired,"work | non-work work | friends | Tania-time | chores",""
2018-09-25,September 25,Tuesday,10:00 AM,okay,"non-work work | relax | internet | chores",""
2018-09-25,September 25,Tuesday,12:52 AM,okay,"work | internet | gaming",""
2018-09-24,September 24,Monday,10:03 PM,okay,"work | Tania-time | gaming | chores",""
2018-09-24,September 24,Monday,12:40 PM,anxious,"non-work work",""
2018-09-24,September 24,Monday,10:03 AM,anxious,"relax | internet",""
2018-09-24,September 24,Monday,12:45 AM,okay,"internet | reading | gaming | side project",""
2018-09-23,September 23,Sunday,7:20 PM,content,"gaming",""
2018-09-23,September 23,Sunday,12:45 PM,content,"work | reading | side project",""
2018-09-23,September 23,Sunday,11:20 AM,content,"Tania-time | reading | gaming",""
2018-09-23,September 23,Sunday,2:08 AM,content,"tv | reading | gaming",""
2018-09-22,September 22,Saturday,10:38 PM,okay,"Tania-time | internet | gaming | sleep",""
2018-09-22,September 22,Saturday,5:37 PM,content,"relax | gaming | PoGo",""
2018-09-21,September 21,Friday,8:54 PM,content,"friends | gaming",""
2018-09-21,September 21,Friday,6:13 PM,rad,"non-work work | friends",""
2018-09-20,September 20,Thursday,11:09 PM,tired,"non-work work | friends | travel",""
2018-09-20,September 20,Thursday,5:59 PM,content,"work | non-work work | relax | friends | travel",""
2018-09-20,September 20,Thursday,10:00 AM,content,"non-work work | chores",""
2018-09-19,September 19,Wednesday,8:51 PM,content,"Tania-time | tv | good meal",""
2018-09-19,September 19,Wednesday,6:51 PM,content,"work | relax",""
2018-09-19,September 19,Wednesday,12:13 PM,content,"work",""
2018-09-19,September 19,Wednesday,10:00 AM,content,"internet | chores",""
2018-09-19,September 19,Wednesday,1:00 AM,content,"gaming",""
2018-09-18,September 18,Tuesday,8:37 PM,content,"gaming | chores",""
2018-09-18,September 18,Tuesday,5:42 PM,content,"work | non-work work",""
2018-09-18,September 18,Tuesday,10:58 AM,content,"work | non-work work",""
2018-09-17,September 17,Monday,11:06 PM,content,"gaming",""
2018-09-17,September 17,Monday,9:59 PM,okay,"work | non-work work | gaming",""
2018-09-17,September 17,Monday,10:20 AM,tired,"chores",""
2018-09-16,September 16,Sunday,11:06 PM,tired,"Tania-time | gaming | sleep",""
2018-09-16,September 16,Sunday,1:36 PM,good,"friends | Tania-time | good meal",""
2018-09-16,September 16,Sunday,10:59 AM,good,"friends | Tania-time | gaming",""
2018-09-15,September 15,Saturday,11:00 PM,rad,"friends | Tania-time | tv",""
2018-09-15,September 15,Saturday,8:25 PM,good,"friends | Tania-time | tv | gaming | chores",""
2018-09-15,September 15,Saturday,1:30 PM,good,"friends | gaming | good meal | PoGo",""
2018-09-15,September 15,Saturday,10:04 AM,content,"friends | gaming",""
2018-09-14,September 14,Friday,11:30 PM,good,"friends | tv | gaming",""
2018-09-14,September 14,Friday,6:57 PM,tired,"work | travel",""
2018-09-14,September 14,Friday,12:37 PM,content,"work | travel",""
2018-09-14,September 14,Friday,11:53 AM,okay,"work",""
2018-09-13,September 13,Thursday,9:55 PM,good,"friends | Tania-time | tv | travel | good meal",""
2018-09-13,September 13,Thursday,5:29 PM,okay,"friends | gaming",""
2018-09-13,September 13,Thursday,12:58 PM,content,"friends | tv | gaming",""
2018-09-13,September 13,Thursday,10:53 AM,content,"friends | Tania-time | tv | chores",""
2018-09-12,September 12,Wednesday,11:43 PM,anxious,"friends | Tania-time | internet | gaming",""
2018-09-12,September 12,Wednesday,8:10 PM,okay,"work | relax | internet | reading",""
2018-09-12,September 12,Wednesday,5:40 PM,okay,"work",""
2018-09-12,September 12,Wednesday,12:39 PM,okay,"work",""
2018-09-11,September 11,Tuesday,11:11 PM,content,"gaming",""
2018-09-11,September 11,Tuesday,8:41 PM,content,"Tania-time | gunpla building",""
2018-09-11,September 11,Tuesday,6:00 PM,frustrated,"non-work work",""
2018-09-11,September 11,Tuesday,2:23 PM,meh,"work | non-work work",""
2018-09-11,September 11,Tuesday,10:00 AM,okay,"work | non-work work | relax | Tania-time | chores",""
2018-09-10,September 10,Monday,11:49 PM,content,"Tania-time | gaming",""
2018-09-10,September 10,Monday,8:00 PM,okay,"work | Tania-time | internet | chores",""
2018-09-10,September 10,Monday,1:36 PM,content,"work | friends",""
2018-09-10,September 10,Monday,10:04 AM,content,"work | internet | chores",""
2018-09-10,September 10,Monday,12:59 AM,content,"Tania-time | gaming | chores | side project",""
2018-09-09,September 9,Sunday,8:09 PM,content,"Tania-time | internet | chores | side project",""
2018-09-09,September 9,Sunday,5:04 PM,content,"Tania-time | side project",""
2018-09-09,September 9,Sunday,1:18 PM,content,"Tania-time | internet | side project",""
2018-09-09,September 9,Sunday,11:00 AM,okay,"reading",""
2018-09-09,September 9,Sunday,12:53 AM,good,"Tania-time | gaming",""
2018-09-08,September 8,Saturday,9:25 PM,okay,"Tania-time | internet | gaming",""
2018-09-08,September 8,Saturday,3:38 PM,okay,"internet | reading | PoGo",""
2018-09-08,September 8,Saturday,10:10 AM,frustrated,"internet | reading | chores",""
2018-09-07,September 7,Friday,11:01 PM,content,"Tania-time | gaming",""
2018-09-07,September 7,Friday,8:19 PM,content,"Tania-time",""
2018-09-07,September 7,Friday,6:54 PM,okay,"non-work work | relax | internet | reading",""
2018-09-07,September 7,Friday,12:33 PM,okay,"work | friends",""
2018-09-07,September 7,Friday,11:23 AM,okay,"work",""
2018-09-07,September 7,Friday,12:54 AM,bad,"internet | reading","Want out"
2018-09-06,September 6,Thursday,11:00 PM,tired,"non-work work | Tania-time | reading | PoGo",""
2018-09-06,September 6,Thursday,8:01 PM,okay,"work | non-work work | relax | Tania-time | internet | reading",""
2018-09-06,September 6,Thursday,5:14 PM,content,"work",""
2018-09-06,September 6,Thursday,12:00 PM,okay,"work",""
2018-09-06,September 6,Thursday,10:01 AM,okay,"internet | reading | sleep",""
2018-09-05,September 5,Wednesday,8:04 PM,content,"work",""
2018-09-05,September 5,Wednesday,12:01 PM,okay,"work | non-work work | internet",""
2018-09-04,September 4,Tuesday,11:33 PM,okay,"Tania-time | gaming | chores",""
2018-09-04,September 4,Tuesday,8:19 PM,okay,"non-work work | Tania-time | internet | chores",""
2018-09-04,September 4,Tuesday,6:32 PM,okay,"non-work work | Tania-time | tv",""
2018-09-04,September 4,Tuesday,10:06 AM,okay,"non-work work | Tania-time | internet",""
2018-09-03,September 3,Monday,7:08 PM,content,"Tania-time | gaming",""
2018-09-03,September 3,Monday,12:56 PM,frustrated,"Tania-time | internet | chores | side project",""
2018-09-02,September 2,Sunday,11:55 PM,okay,"Tania-time | internet | tv | reading | gaming",""
2018-09-02,September 2,Sunday,8:26 PM,okay,"Tania-time | tv | gaming | chores",""
2018-09-02,September 2,Sunday,5:00 PM,frustrated,"Tania-time | internet | tv | gaming | chores | cats",""
2018-09-02,September 2,Sunday,2:37 PM,tired,"Tania-time | gaming",""
2018-09-02,September 2,Sunday,11:15 AM,okay,"Tania-time | tv | gaming",""
2018-09-01,September 1,Saturday,11:55 PM,content,"tv | reading | side project",""
2018-09-01,September 1,Saturday,8:00 PM,okay,"non-work work | relax | internet | tv | gaming",""
2018-09-01,September 1,Saturday,12:36 PM,okay,"non-work work",""
2018-08-31,August 31,Friday,8:32 PM,content,"non-work work | Tania-time | chores",""
2018-08-31,August 31,Friday,10:21 AM,okay,"work",""
2018-08-30,August 30,Thursday,11:26 PM,meh,"internet | gaming | side project",""
2018-08-30,August 30,Thursday,8:44 PM,okay,"non-work work | Tania-time | chores",""
2018-08-30,August 30,Thursday,5:45 PM,content,"work | non-work work",""
2018-08-30,August 30,Thursday,12:58 PM,content,"work | friends",""
2018-08-29,August 29,Wednesday,9:06 PM,frustrated,"work | non-work work | Tania-time | chores",""
2018-08-29,August 29,Wednesday,12:32 PM,content,"work | friends",""
2018-08-29,August 29,Wednesday,10:19 AM,okay,"internet | chores",""
2018-08-28,August 28,Tuesday,11:10 PM,okay,"Tania-time | internet | tv",""
2018-08-28,August 28,Tuesday,8:56 PM,okay,"Tania-time | internet | reading | good meal | chores",""
2018-08-28,August 28,Tuesday,5:13 PM,meh,"work | internet",""
2018-08-28,August 28,Tuesday,12:45 PM,okay,"work | non-work work",""
2018-08-28,August 28,Tuesday,10:00 AM,okay,"internet | chores",""
2018-08-27,August 27,Monday,11:55 PM,content,"tv | chores",""
2018-08-27,August 27,Monday,5:20 PM,content,"work",""
2018-08-27,August 27,Monday,12:10 PM,content,"work | chores",""
2018-08-27,August 27,Monday,10:00 AM,okay,"work | internet | chores",""
2018-08-26,August 26,Sunday,8:08 PM,bad,"work | Tania-time | reading",""
2018-08-26,August 26,Sunday,6:00 PM,okay,"internet | reading | chores",""
2018-08-26,August 26,Sunday,10:00 AM,okay,"work",""
2018-08-25,August 25,Saturday,11:00 PM,content,"work | Tania-time | reading",""
2018-08-25,August 25,Saturday,8:38 PM,okay,"Tania-time | internet | reading | good meal",""
2018-08-25,August 25,Saturday,5:00 PM,okay,"relax | internet | reading | PoGo",""
2018-08-25,August 25,Saturday,12:13 PM,okay,"non-work work | Tania-time | internet | travel",""
2018-08-25,August 25,Saturday,10:00 AM,okay,"non-work work | Tania-time | internet",""
2018-08-24,August 24,Friday,11:00 PM,content,"Tania-time | gaming",""
2018-08-24,August 24,Friday,8:00 PM,okay,"work | Tania-time",""
2018-08-24,August 24,Friday,1:00 PM,content,"work | friends",""
2018-08-24,August 24,Friday,10:05 AM,okay,"work | Tania-time | internet | reading",""
2018-08-23,August 23,Thursday,11:38 PM,bad,"internet | reading | gaming",""
2018-08-23,August 23,Thursday,8:23 PM,content,"Tania-time | travel | good meal | PoGo",""
2018-08-23,August 23,Thursday,5:00 PM,content,"non-work work",""
2018-08-23,August 23,Thursday,1:53 PM,content,"non-work work",""
2018-08-23,August 23,Thursday,10:00 AM,okay,"work | chores",""
2018-08-22,August 22,Wednesday,11:12 PM,okay,"side project",""
2018-08-22,August 22,Wednesday,8:39 PM,content,"Tania-time | side project",""
2018-08-22,August 22,Wednesday,5:16 PM,content,"work",""
2018-08-22,August 22,Wednesday,12:45 PM,content,"relax | Tania-time | internet | reading",""
2018-08-22,August 22,Wednesday,10:52 AM,good,"Tania-time | internet | sleep",""
2018-08-21,August 21,Tuesday,8:00 PM,okay,"work",""
2018-08-21,August 21,Tuesday,7:13 PM,good,"work | Tania-time",""
2018-08-21,August 21,Tuesday,12:51 PM,tired,"work",""
2018-08-21,August 21,Tuesday,10:18 AM,okay,"work",""
2018-08-20,August 20,Monday,11:00 PM,tired,"work",""
2018-08-20,August 20,Monday,5:54 PM,okay,"work | non-work work",""
2018-08-20,August 20,Monday,12:06 PM,good,"work | friends",""
2018-08-20,August 20,Monday,10:03 AM,okay,"relax | Tania-time | internet | cats",""
2018-08-19,August 19,Sunday,11:00 PM,okay,"work | Tania-time | reading | gaming",""
2018-08-19,August 19,Sunday,8:01 PM,okay,"reading | chores | sleep",""
2018-08-19,August 19,Sunday,12:20 PM,content,"Tania-time | reading | gaming",""
2018-08-18,August 18,Saturday,11:55 PM,good,"Tania-time | movies | internet | reading",""
2018-08-18,August 18,Saturday,8:05 PM,meh,"relax | Tania-time | tv | reading | gaming",""
2018-08-18,August 18,Saturday,12:00 PM,frustrated,"work",""
2018-08-18,August 18,Saturday,10:58 AM,content,"relax | Tania-time | internet",""
2018-08-17,August 17,Friday,11:24 PM,good,"friends | Tania-time",""
2018-08-17,August 17,Friday,12:34 PM,good,"work",""
2018-08-17,August 17,Friday,10:01 AM,okay,"work | chores",""
2018-08-16,August 16,Thursday,11:00 PM,good,"friends | Tania-time | side project",""
2018-08-16,August 16,Thursday,9:05 PM,good,"friends",""
2018-08-16,August 16,Thursday,6:40 PM,content,"work | non-work work | friends",""
2018-08-16,August 16,Thursday,12:44 PM,good,"work",""
2018-08-16,August 16,Thursday,11:44 AM,okay,"chores",""
2018-08-15,August 15,Wednesday,11:00 PM,okay,"work | reading",""
2018-08-15,August 15,Wednesday,9:00 PM,tired,"work | Tania-time | good meal",""
2018-08-15,August 15,Wednesday,5:20 PM,anxious,"work | relax | internet",""
2018-08-15,August 15,Wednesday,12:32 PM,awful,"chores","Trying to get the car to start"
2018-08-15,August 15,Wednesday,10:00 AM,anxious,"Tania-time | reading | chores",""
2018-08-14,August 14,Tuesday,11:45 PM,exhausted,"work",""
2018-08-14,August 14,Tuesday,8:00 PM,anxious,"work | Tania-time",""
2018-08-14,August 14,Tuesday,5:59 PM,okay,"work",""
2018-08-14,August 14,Tuesday,1:11 PM,anxious,"work | Tania-time",""
2018-08-14,August 14,Tuesday,10:56 AM,okay,"work",""
2018-08-13,August 13,Monday,11:30 PM,content,"Tania-time | tv | side project",""
2018-08-13,August 13,Monday,8:23 PM,okay,"Tania-time | tv | chores",""
2018-08-13,August 13,Monday,6:51 PM,okay,"work | non-work work | chores",""
2018-08-13,August 13,Monday,12:53 PM,okay,"work | Tania-time",""
